Cidade: Aracaju
sem Threads - Aracaju - Dia 1 - Temperatura [media=27.870833333333337, minima=25.1, maxima=31.7]
sem Threads - Porto Velho - Dia 21 - Temperatura [media=27.84166666666667, minima=24.3, maxima=33.2]
sem Threads - Porto Velho - Dia 22 - Temperatura [media=27.287499999999998, minima=24.7, maxima=30.4]
sem Threads - Porto Velho - Dia 23 - Temperatura [media=28.145833333333332, minima=24.9, maxima=32.5]
sem Threads - Porto Velho - Dia 24 - Temperatura [media=27.058333333333326, minima=24.9, maxima=29.8]
sem Threads - Porto Velho - Dia 25 - Temperatura [media=27.087500000000002, minima=24.6, maxima=30.6]
sem Threads - Porto Velho - Dia 26 - Temperatura [media=26.704166666666666, minima=24.9, maxima=29.3]
sem Threads - Porto Velho - Dia 27 - Temperatura [media=26.95, minima=25.0, maxima=29.3]
sem Threads - Porto Velho - Dia 28 - Temperatura [media=25.97083333333333, minima=24.6, maxima=28.5]
sem Threads - Porto Velho - Dia 29 - Temperatura [media=26.974999999999998, minima=23.5, maxima=32.1]
sem Threads - Porto Velho - Dia 30 - Temperatura [media=28.245833333333337, minima=24.6, maxima=32.6]
sem Threads - Porto Velho - Dia 31 - Temperatura [media=27.129166666666666, minima=24.7, maxima=30.6]

Cidade: Recife
sem Threads - Recife - Dia 1 - Temperatura [media=27.750000000000004, minima=26.5, maxima=29.3]
sem Threads - Recife - Dia 2 - Temperatura [media=27.16666666666667, minima=24.9, maxima=29.8]
sem Threads - Recife - Dia 3 - Temperatura [media=27.637500000000003, minima=25.5, maxima=30.3]
sem Threads - Recife - Dia 4 - Temperatura [media=28.262500000000003, minima=26.4, maxima=30.5]
sem Threads - Recife - Dia 5 - Temperatura [media=28.09583333333333, minima=26.2, maxima=30.5]
sem Threads - Recife - Dia 6 - Temperatura [media=28.404166666666672, minima=27.3, maxima=30.5]
sem Threads - Recife - Dia 7 - Temperatura [media=28.266666666666666, minima=26.0, maxima=30.6]
sem Threads - Recife - Dia 8 - Temperatura [media=27.795833333333338, minima=25.5, maxima=30.0]
sem Threads - Recife - Dia 9 - Temperatura [media=28.241666666666664, minima=26.4, maxima=30.1]
sem Threads - Recife - Dia 10 - Temperatura [media=27.77083333333333, minima=26.8, maxima=29.3]
sem Threads - Recife - Dia 11 - Temperatura [media=26.65416666666667, minima=25.7, maxima=28.1]
sem Threads - Recife - Dia 12 - Temperatura [media=26.77916666666667, minima=24.6, maxima=29.1]
sem Threads - Recife - Dia 13 - Temperatura [media=26.99166666666667, minima=25.4, maxima=29.3]
sem Threads - Recife - Dia 14 - Temperatura [media=27.2625, minima=25.1, maxima=30.0]
sem Threads - Recife - Dia 15 - Temperatura [media=28.120833333333337, minima=26.5, maxima=30.2]
sem Threads - Recife - Dia 16 - Temperatura [media=27.958333333333332, minima=25.9, maxima=30.2]
sem Threads - Recife - Dia 17 - Temperatura [media=27.825, minima=26.3, maxima=30.2]
sem Threads - Recife - Dia 18 - Temperatura [media=27.73333333333333, minima=26.5, maxima=29.3]
sem Threads - Recife - Dia 19 - Temperatura [media=27.712499999999995, minima=26.4, maxima=29.5]
sem Threads - Recife - Dia 20 - Temperatura [media=28.25833333333333, minima=26.1, maxima=30.5]
sem Threads - Recife - Dia 21 - Temperatura [media=28.450000000000006, minima=26.5, maxima=30.7]
sem Threads - Recife - Dia 22 - Temperatura [media=28.76666666666667, minima=27.2, maxima=31.3]
sem Threads - Recife - Dia 23 - Temperatura [media=28.516666666666666, minima=26.2, maxima=31.2]
sem Threads - Recife - Dia 24 - Temperatura [media=28.466666666666672, minima=26.5, maxima=30.8]
sem Threads - Recife - Dia 25 - Temperatura [media=28.14166666666667, minima=26.3, maxima=30.4]
sem Threads - Recife - Dia 26 - Temperatura [media=28.329166666666666, minima=26.7, maxima=30.4]
sem Threads - Recife - Dia 27 - Temperatura [media=28.275000000000002, minima=26.3, maxima=30.7]
sem Threads - Recife - Dia 28 - Temperatura [media=28.529166666666665, minima=27.0, maxima=30.9]
sem Threads - Recife - Dia 29 - Temperatura [media=27.66666666666667, minima=25.9, maxima=30.1]
sem Threads - Recife - Dia 30 - Temperatura [media=28.520833333333332, minima=26.8, maxima=30.8]
sem Threads - Recife - Dia 31 - Temperatura [media=28.22916666666666, minima=26.5, maxima=30.6]

Cidade: Rio Branco
sem Threads - Rio Branco - Dia 1 - Temperatura [media=26.808333333333334, minima=24.3, maxima=30.3]
sem Threads - Rio Branco - Dia 2 - Temperatura [media=27.2625, minima=24.2, maxima=31.6]
sem Threads - Rio Branco - Dia 3 - Temperatura [media=27.379166666666666, minima=24.2, maxima=31.6]
sem Threads - Rio Branco - Dia 4 - Temperatura [media=25.724999999999998, minima=24.2, maxima=27.8]
sem Threads - Rio Branco - Dia 5 - Temperatura [media=26.554166666666664, minima=23.6, maxima=31.8]
sem Threads - Rio Branco - Dia 6 - Temperatura [media=25.891666666666666, minima=24.5, maxima=27.9]
sem Threads - Rio Branco - Dia 7 - Temperatura [media=26.862500000000008, minima=24.2, maxima=31.3]
sem Threads - Rio Branco - Dia 8 - Temperatura [media=27.754166666666666, minima=24.1, maxima=32.4]
sem Threads - Rio Branco - Dia 9 - Temperatura [media=27.541666666666668, minima=24.8, maxima=31.6]
sem Threads - Rio Branco - Dia 10 - Temperatura [media=26.949999999999992, minima=24.0, maxima=30.7]
sem Threads - Rio Branco - Dia 11 - Temperatura [media=26.52916666666667, minima=24.1, maxima=31.0]
sem Threads - Rio Branco - Dia 12 - Temperatura [media=26.820833333333336, minima=23.7, maxima=31.3]
sem Threads - Rio Branco - Dia 13 - Temperatura [media=27.20416666666667, minima=23.7, maxima=32.0]
sem Threads - Rio Branco - Dia 14 - Temperatura [media=27.516666666666666, minima=24.2, maxima=32.2]
sem Threads - Rio Branco - Dia 15 - Temperatura [media=26.683333333333334, minima=24.0, maxima=30.4]
sem Threads - Rio Branco - Dia 16 - Temperatura [media=27.14166666666667, minima=24.0, maxima=32.7]
sem Threads - Rio Branco - Dia 17 - Temperatura [media=26.670833333333334, minima=25.0, maxima=29.6]
sem Threads - Rio Branco - Dia 18 - Temperatura [media=26.525000000000002, minima=24.2, maxima=29.9]
sem Threads - Rio Branco - Dia 19 - Temperatura [media=26.912500000000005, minima=23.7, maxima=31.1]
sem Threads - Rio Branco - Dia 20 - Temperatura [media=27.329166666666666, minima=24.3, maxima=31.6]
sem Threads - Rio Branco - Dia 21 - Temperatura [media=26.366666666666664, minima=23.7, maxima=30.0]
sem Threads - Rio Branco - Dia 22 - Temperatura [media=27.087500000000002, minima=24.5, maxima=30.6]
sem Threads - Rio Branco - Dia 23 - Temperatura [media=27.78333333333333, minima=24.2, maxima=32.2]
sem Threads - Rio Branco - Dia 24 - Temperatura [media=27.712499999999995, minima=24.8, maxima=31.4]
sem Threads - Rio Branco - Dia 25 - Temperatura [media=27.512499999999992, minima=24.6, maxima=31.6]
sem Threads - Rio Branco - Dia 26 - Temperatura [media=26.450000000000003, minima=24.7, maxima=28.4]
sem Threads - Rio Branco - Dia 27 - Temperatura [media=26.97916666666667, minima=24.8, maxima=30.6]
sem Threads - Rio Branco - Dia 28 - Temperatura [media=27.179166666666664, minima=24.5, maxima=31.2]
sem Threads - Rio Branco - Dia 29 - Temperatura [media=27.09583333333333, minima=24.4, maxima=30.4]
sem Threads - Rio Branco - Dia 30 - Temperatura [media=26.799999999999997, minima=24.6, maxima=30.4]
sem Threads - Rio Branco - Dia 31 - Temperatura [media=26.95, minima=24.4, maxima=31.1]

Cidade: Rio de Janeiro
sem Threads - Rio de Janeiro - Dia 1 - Temperatura [media=25.391666666666662, minima=23.5, maxima=29.0]
sem Threads - Rio de Janeiro - Dia 2 - Temperatura [media=26.16666666666666, minima=23.7, maxima=30.6]
sem Threads - Rio de Janeiro - Dia 3 - Temperatura [media=26.974999999999998, minima=24.0, maxima=31.4]
sem Threads - Rio de Janeiro - Dia 4 - Temperatura [media=25.95833333333333, minima=24.3, maxima=29.2]
sem Threads - Rio de Janeiro - Dia 5 - Temperatura [media=26.45, minima=24.4, maxima=29.3]
sem Threads - Rio de Janeiro - Dia 6 - Temperatura [media=26.53333333333333, minima=23.6, maxima=30.7]
sem Threads - Rio de Janeiro - Dia 7 - Temperatura [media=26.950000000000003, minima=22.5, maxima=32.4]
sem Threads - Rio de Janeiro - Dia 8 - Temperatura [media=29.60833333333333, minima=24.4, maxima=37.2]
sem Threads - Rio de Janeiro - Dia 9 - Temperatura [media=31.150000000000002, minima=27.2, maxima=36.6]
sem Threads - Rio de Janeiro - Dia 10 - Temperatura [media=30.545833333333338, minima=25.5, maxima=37.4]
sem Threads - Rio de Janeiro - Dia 11 - Temperatura [media=30.587500000000002, minima=26.1, maxima=38.2]
sem Threads - Rio de Janeiro - Dia 12 - Temperatura [media=29.41666666666667, minima=26.5, maxima=33.7]
sem Threads - Rio de Janeiro - Dia 13 - Temperatura [media=26.79583333333333, minima=25.5, maxima=29.1]
sem Threads - Rio de Janeiro - Dia 14 - Temperatura [media=26.237499999999997, minima=24.7, maxima=29.2]
sem Threads - Rio de Janeiro - Dia 15 - Temperatura [media=30.12916666666666, minima=25.1, maxima=36.5]
sem Threads - Rio de Janeiro - Dia 16 - Temperatura [media=32.224999999999994, minima=26.6, maxima=39.4]
sem Threads - Rio de Janeiro - Dia 17 - Temperatura [media=33.008333333333326, minima=27.6, maxima=40.4]
sem Threads - Rio de Janeiro - Dia 18 - Temperatura [media=30.354166666666675, minima=27.1, maxima=35.5]
sem Threads - Rio de Janeiro - Dia 19 - Temperatura [media=30.933333333333334, minima=27.1, maxima=36.9]
sem Threads - Rio de Janeiro - Dia 20 - Temperatura [media=31.666666666666668, minima=27.7, maxima=36.7]
sem Threads - Rio de Janeiro - Dia 21 - Temperatura [media=28.004166666666666, minima=25.8, maxima=30.6]
sem Threads - Rio de Janeiro - Dia 22 - Temperatura [media=26.40833333333333, minima=24.8, maxima=28.9]
sem Threads - Rio de Janeiro - Dia 23 - Temperatura [media=24.079166666666666, minima=22.4, maxima=25.6]
sem Threads - Rio de Janeiro - Dia 24 - Temperatura [media=23.2375, minima=20.3, maxima=29.0]
sem Threads - Rio de Janeiro - Dia 25 - Temperatura [media=25.087499999999995, minima=22.5, maxima=28.7]
sem Threads - Rio de Janeiro - Dia 26 - Temperatura [media=25.233333333333334, minima=22.9, maxima=28.7]
sem Threads - Rio de Janeiro - Dia 27 - Temperatura [media=25.754166666666666, minima=22.6, maxima=30.1]
sem Threads - Rio de Janeiro - Dia 28 - Temperatura [media=25.86666666666667, minima=23.0, maxima=29.8]
sem Threads - Rio de Janeiro - Dia 29 - Temperatura [media=27.058333333333337, minima=22.6, maxima=34.2]
sem Threads - Rio de Janeiro - Dia 30 - Temperatura [media=28.516666666666666, minima=23.4, maxima=36.5]
sem Threads - Rio de Janeiro - Dia 31 - Temperatura [media=28.341666666666665, minima=25.3, maxima=33.6]

Cidade: Salvador
sem Threads - Salvador - Dia 1 - Temperatura [media=27.904166666666665, minima=25.6, maxima=31.4]
sem Threads - Salvador - Dia 2 - Temperatura [media=27.7375, minima=25.1, maxima=31.6]
sem Threads - Salvador - Dia 3 - Temperatura [media=27.975000000000005, minima=25.8, maxima=31.8]
sem Threads - Salvador - Dia 4 - Temperatura [media=28.295833333333334, minima=26.0, maxima=31.7]
sem Threads - Salvador - Dia 5 - Temperatura [media=28.72916666666667, minima=26.4, maxima=34.1]
sem Threads - Salvador - Dia 6 - Temperatura [media=28.220833333333342, minima=26.3, maxima=31.6]
sem Threads - Salvador - Dia 7 - Temperatura [media=28.137500000000003, minima=26.2, maxima=31.6]
sem Threads - Salvador - Dia 8 - Temperatura [media=28.3625, minima=26.1, maxima=32.3]
sem Threads - Salvador - Dia 9 - Temperatura [media=27.425, minima=26.3, maxima=28.8]
sem Threads - Salvador - Dia 10 - Temperatura [media=27.62916666666666, minima=25.3, maxima=30.7]
sem Threads - Salvador - Dia 11 - Temperatura [media=27.03333333333333, minima=24.9, maxima=30.1]
sem Threads - Salvador - Dia 12 - Temperatura [media=27.2625, minima=24.0, maxima=30.9]
sem Threads - Salvador - Dia 13 - Temperatura [media=27.825000000000003, minima=24.2, maxima=32.1]
sem Threads - Salvador - Dia 14 - Temperatura [media=28.16666666666667, minima=25.1, maxima=32.6]
sem Threads - Salvador - Dia 15 - Temperatura [media=27.625, minima=25.6, maxima=30.2]
sem Threads - Salvador - Dia 16 - Temperatura [media=27.85000000000001, minima=25.3, maxima=31.1]
sem Threads - Salvador - Dia 17 - Temperatura [media=27.54583333333333, minima=24.9, maxima=30.6]
sem Threads - Salvador - Dia 18 - Temperatura [media=27.537500000000005, minima=24.8, maxima=30.6]
sem Threads - Salvador - Dia 19 - Temperatura [media=28.233333333333334, minima=26.1, maxima=31.6]
sem Threads - Salvador - Dia 20 - Temperatura [media=28.32083333333333, minima=25.7, maxima=32.0]
sem Threads - Salvador - Dia 21 - Temperatura [media=28.78333333333333, minima=25.7, maxima=34.0]
sem Threads - Salvador - Dia 22 - Temperatura [media=29.27083333333333, minima=26.9, maxima=34.8]
sem Threads - Salvador - Dia 23 - Temperatura [media=28.487499999999997, minima=27.0, maxima=31.3]
sem Threads - Salvador - Dia 24 - Temperatura [media=27.970833333333342, minima=25.7, maxima=32.0]
sem Threads - Salvador - Dia 25 - Temperatura [media=27.13333333333333, minima=25.3, maxima=29.9]
sem Threads - Salvador - Dia 26 - Temperatura [media=27.462500000000002, minima=25.4, maxima=31.0]
sem Threads - Salvador - Dia 27 - Temperatura [media=25.862499999999997, minima=24.7, maxima=27.6]
sem Threads - Salvador - Dia 28 - Temperatura [media=27.22916666666666, minima=25.1, maxima=30.4]
sem Threads - Salvador - Dia 29 - Temperatura [media=27.96666666666667, minima=25.6, maxima=31.8]
sem Threads - Salvador - Dia 30 - Temperatura [media=27.804166666666664, minima=25.1, maxima=32.0]
sem Threads - Salvador - Dia 31 - Temperatura [media=27.1875, minima=24.6, maxima=30.5]

Cidade: São Luís
sem Threads - São Luís - Dia 1 - Temperatura [media=27.10416666666667, minima=25.1, maxima=29.6]
sem Threads - São Luís - Dia 2 - Temperatura [media=26.587499999999995, minima=24.6, maxima=29.7]
sem Threads - São Luís - Dia 3 - Temperatura [media=26.775000000000002, minima=24.3, maxima=29.8]
sem Threads - São Luís - Dia 4 - Temperatura [media=27.712500000000002, minima=24.6, maxima=32.6]
sem Threads - São Luís - Dia 5 - Temperatura [media=28.370833333333334, minima=25.3, maxima=32.9]
sem Threads - São Luís - Dia 6 - Temperatura [media=28.095833333333335, minima=25.2, maxima=32.3]
sem Threads - São Luís - Dia 7 - Temperatura [media=26.2, minima=25.1, maxima=27.2]
sem Threads - São Luís - Dia 8 - Temperatura [media=26.479166666666668, minima=24.3, maxima=29.8]
sem Threads - São Luís - Dia 9 - Temperatura [media=27.34166666666667, minima=24.5, maxima=31.6]
sem Threads - São Luís - Dia 10 - Temperatura [media=27.71666666666667, minima=24.7, maxima=31.3]
sem Threads - São Luís - Dia 11 - Temperatura [media=27.675, minima=25.2, maxima=31.1]
sem Threads - São Luís - Dia 12 - Temperatura [media=25.962500000000002, minima=24.5, maxima=27.6]
sem Threads - São Luís - Dia 13 - Temperatura [media=25.28333333333333, minima=24.1, maxima=27.0]
sem Threads - São Luís - Dia 14 - Temperatura [media=25.891666666666662, minima=23.1, maxima=29.0]
sem Threads - São Luís - Dia 15 - Temperatura [media=27.358333333333334, minima=24.1, maxima=32.6]
sem Threads - São Luís - Dia 16 - Temperatura [media=27.287500000000005, minima=25.1, maxima=30.7]
sem Threads - São Luís - Dia 17 - Temperatura [media=27.708333333333332, minima=24.9, maxima=31.7]
sem Threads - São Luís - Dia 18 - Temperatura [media=27.804166666666674, minima=24.9, maxima=31.8]
sem Threads - São Luís - Dia 19 - Temperatura [media=28.024999999999995, minima=25.4, maxima=31.5]
sem Threads - São Luís - Dia 20 - Temperatura [media=28.016666666666666, minima=25.5, maxima=31.7]
sem Threads - São Luís - Dia 21 - Temperatura [media=28.141666666666666, minima=25.4, maxima=31.7]
sem Threads - São Luís - Dia 22 - Temperatura [media=28.08333333333334, minima=25.5, maxima=31.5]
sem Threads - São Luís - Dia 23 - Temperatura [media=27.995833333333334, minima=25.6, maxima=31.3]
sem Threads - São Luís - Dia 24 - Temperatura [media=27.891666666666666, minima=25.3, maxima=31.2]
sem Threads - São Luís - Dia 25 - Temperatura [media=27.950000000000003, minima=25.2, maxima=31.9]
sem Threads - São Luís - Dia 26 - Temperatura [media=27.995833333333334, minima=26.3, maxima=31.1]
sem Threads - São Luís - Dia 27 - Temperatura [media=27.9875, minima=25.8, maxima=31.2]
sem Threads - São Luís - Dia 28 - Temperatura [media=27.66666666666666, minima=25.7, maxima=30.9]
sem Threads - São Luís - Dia 29 - Temperatura [media=27.22916666666667, minima=24.8, maxima=30.6]
sem Threads - São Luís - Dia 30 - Temperatura [media=27.395833333333332, minima=24.8, maxima=31.1]
sem Threads - São Luís - Dia 31 - Temperatura [media=27.674999999999997, minima=25.4, maxima=31.0]

Cidade: São Paulo
sem Threads - São Paulo - Dia 1 - Temperatura [media=22.25833333333333, minima=19.3, maxima=27.4]
sem Threads - São Paulo - Dia 2 - Temperatura [media=22.691666666666663, minima=19.3, maxima=28.7]
sem Threads - São Paulo - Dia 3 - Temperatura [media=22.8875, minima=20.2, maxima=28.0]
sem Threads - São Paulo - Dia 4 - Temperatura [media=22.525000000000002, minima=20.3, maxima=26.7]
sem Threads - São Paulo - Dia 5 - Temperatura [media=22.466666666666665, minima=19.8, maxima=27.7]
sem Threads - São Paulo - Dia 6 - Temperatura [media=22.875, minima=19.1, maxima=29.4]
sem Threads - São Paulo - Dia 7 - Temperatura [media=24.299999999999997, minima=19.2, maxima=31.8]
sem Threads - São Paulo - Dia 8 - Temperatura [media=26.229166666666668, minima=21.3, maxima=32.6]
sem Threads - São Paulo - Dia 9 - Temperatura [media=26.3, minima=21.1, maxima=32.7]
sem Threads - São Paulo - Dia 10 - Temperatura [media=26.14166666666667, minima=20.8, maxima=32.4]
sem Threads - São Paulo - Dia 11 - Temperatura [media=25.799999999999997, minima=22.1, maxima=30.9]
sem Threads - São Paulo - Dia 12 - Temperatura [media=24.27916666666667, minima=22.2, maxima=27.6]
sem Threads - São Paulo - Dia 13 - Temperatura [media=21.48333333333333, minima=20.0, maxima=22.4]
sem Threads - São Paulo - Dia 14 - Temperatura [media=23.650000000000006, minima=19.2, maxima=30.6]
sem Threads - São Paulo - Dia 15 - Temperatura [media=25.51666666666667, minima=21.5, maxima=30.6]
sem Threads - São Paulo - Dia 16 - Temperatura [media=27.124999999999996, minima=22.7, maxima=32.4]
sem Threads - São Paulo - Dia 17 - Temperatura [media=27.91666666666667, minima=23.7, maxima=32.9]
sem Threads - São Paulo - Dia 18 - Temperatura [media=26.39583333333333, minima=22.0, maxima=32.4]
sem Threads - São Paulo - Dia 19 - Temperatura [media=26.008333333333336, minima=21.9, maxima=31.0]
sem Threads - São Paulo - Dia 20 - Temperatura [media=24.162500000000005, minima=22.0, maxima=27.7]
sem Threads - São Paulo - Dia 21 - Temperatura [media=22.870833333333334, minima=21.1, maxima=25.4]
sem Threads - São Paulo - Dia 22 - Temperatura [media=21.941666666666666, minima=19.7, maxima=25.7]
sem Threads - São Paulo - Dia 23 - Temperatura [media=18.812499999999996, minima=17.9, maxima=19.5]
sem Threads - São Paulo - Dia 24 - Temperatura [media=19.245833333333334, minima=16.4, maxima=23.1]
sem Threads - São Paulo - Dia 25 - Temperatura [media=19.458333333333336, minima=17.7, maxima=22.7]
sem Threads - São Paulo - Dia 26 - Temperatura [media=19.25416666666667, minima=16.6, maxima=23.1]
sem Threads - São Paulo - Dia 27 - Temperatura [media=21.075, minima=17.4, maxima=28.0]
sem Threads - São Paulo - Dia 28 - Temperatura [media=21.875, minima=18.2, maxima=26.8]
sem Threads - São Paulo - Dia 29 - Temperatura [media=22.97083333333333, minima=17.8, maxima=28.3]
sem Threads - São Paulo - Dia 30 - Temperatura [media=24.97083333333333, minima=19.1, maxima=31.3]
sem Threads - São Paulo - Dia 31 - Temperatura [media=24.816666666666663, minima=21.7, maxima=30.4]

Cidade: Teresina
sem Threads - Teresina - Dia 1 - Temperatura [media=27.37500000000001, minima=24.7, maxima=32.5]
sem Threads - Teresina - Dia 2 - Temperatura [media=28.20416666666667, minima=24.4, maxima=32.5]
sem Threads - Teresina - Dia 3 - Temperatura [media=27.074999999999992, minima=24.8, maxima=30.6]
sem Threads - Teresina - Dia 4 - Temperatura [media=29.28750000000001, minima=25.3, maxima=35.4]
sem Threads - Teresina - Dia 5 - Temperatura [media=29.7625, minima=24.3, maxima=35.5]
sem Threads - Teresina - Dia 6 - Temperatura [media=30.349999999999998, minima=24.4, maxima=36.7]
sem Threads - Teresina - Dia 7 - Temperatura [media=27.741666666666664, minima=24.8, maxima=31.3]
sem Threads - Teresina - Dia 8 - Temperatura [media=28.433333333333337, minima=23.4, maxima=34.8]
sem Threads - Teresina - Dia 9 - Temperatura [media=30.095833333333335, minima=24.5, maxima=36.6]
sem Threads - Teresina - Dia 10 - Temperatura [media=30.308333333333323, minima=24.4, maxima=36.7]
sem Threads - Teresina - Dia 11 - Temperatura [media=27.224999999999994, minima=25.2, maxima=30.0]
sem Threads - Teresina - Dia 12 - Temperatura [media=27.137500000000003, minima=24.4, maxima=30.5]
sem Threads - Teresina - Dia 13 - Temperatura [media=26.42916666666667, minima=24.0, maxima=29.8]
sem Threads - Teresina - Dia 14 - Temperatura [media=27.370833333333326, minima=22.3, maxima=32.7]
sem Threads - Teresina - Dia 15 - Temperatura [media=28.824999999999992, minima=24.5, maxima=33.8]
sem Threads - Teresina - Dia 16 - Temperatura [media=28.920833333333338, minima=23.7, maxima=34.8]
sem Threads - Teresina - Dia 17 - Temperatura [media=29.445833333333336, minima=23.9, maxima=36.1]
sem Threads - Teresina - Dia 18 - Temperatura [media=29.545833333333334, minima=23.2, maxima=36.9]
sem Threads - Teresina - Dia 19 - Temperatura [media=29.50833333333333, minima=23.8, maxima=36.7]
sem Threads - Teresina - Dia 20 - Temperatura [media=29.40416666666667, minima=24.6, maxima=35.2]
sem Threads - Teresina - Dia 21 - Temperatura [media=29.937500000000004, minima=25.1, maxima=36.3]
sem Threads - Teresina - Dia 22 - Temperatura [media=30.19166666666666, minima=25.9, maxima=35.3]
sem Threads - Teresina - Dia 23 - Temperatura [media=29.17083333333333, minima=26.1, maxima=34.1]
sem Threads - Teresina - Dia 24 - Temperatura [media=28.575, minima=25.5, maxima=33.7]
sem Threads - Teresina - Dia 25 - Temperatura [media=29.004166666666666, minima=25.0, maxima=34.1]
sem Threads - Teresina - Dia 26 - Temperatura [media=29.049999999999997, minima=25.4, maxima=33.3]
sem Threads - Teresina - Dia 27 - Temperatura [media=29.666666666666668, minima=26.1, maxima=34.2]
sem Threads - Teresina - Dia 28 - Temperatura [media=28.270833333333332, minima=24.4, maxima=33.0]
sem Threads - Teresina - Dia 29 - Temperatura [media=27.341666666666665, minima=24.6, maxima=31.2]
sem Threads - Teresina - Dia 30 - Temperatura [media=28.662500000000005, minima=24.4, maxima=34.1]
sem Threads - Teresina - Dia 31 - Temperatura [media=29.650000000000006, minima=25.0, maxima=34.7]

Cidade: Vitória
sem Threads - Vitória - Dia 1 - Temperatura [media=24.349999999999998, minima=22.6, maxima=25.6]
sem Threads - Vitória - Dia 2 - Temperatura [media=24.275000000000002, minima=22.4, maxima=27.6]
sem Threads - Vitória - Dia 3 - Temperatura [media=25.566666666666666, minima=23.4, maxima=29.4]
sem Threads - Vitória - Dia 4 - Temperatura [media=26.691666666666674, minima=25.3, maxima=29.6]
sem Threads - Vitória - Dia 5 - Temperatura [media=25.97083333333333, minima=24.4, maxima=28.7]
sem Threads - Vitória - Dia 6 - Temperatura [media=26.554166666666674, minima=23.3, maxima=31.6]
sem Threads - Vitória - Dia 7 - Temperatura [media=26.787499999999998, minima=23.3, maxima=31.0]
sem Threads - Vitória - Dia 8 - Temperatura [media=27.545833333333334, minima=23.4, maxima=34.3]
sem Threads - Vitória - Dia 9 - Temperatura [media=28.862499999999997, minima=26.0, maxima=35.0]
sem Threads - Vitória - Dia 10 - Temperatura [media=28.683333333333334, minima=25.2, maxima=34.5]
sem Threads - Vitória - Dia 11 - Temperatura [media=28.091666666666665, minima=23.1, maxima=34.7]
sem Threads - Vitória - Dia 12 - Temperatura [media=28.970833333333335, minima=24.4, maxima=36.8]
sem Threads - Vitória - Dia 13 - Temperatura [media=28.825000000000003, minima=25.8, maxima=34.8]
sem Threads - Vitória - Dia 14 - Temperatura [media=28.879166666666663, minima=25.7, maxima=35.1]
sem Threads - Vitória - Dia 15 - Temperatura [media=29.116666666666664, minima=24.7, maxima=36.1]
sem Threads - Vitória - Dia 16 - Temperatura [media=29.349999999999998, minima=25.7, maxima=36.0]
sem Threads - Vitória - Dia 17 - Temperatura [media=28.920833333333334, minima=24.9, maxima=36.0]
sem Threads - Vitória - Dia 18 - Temperatura [media=28.795833333333334, minima=24.9, maxima=36.3]
sem Threads - Vitória - Dia 19 - Temperatura [media=29.512500000000006, minima=25.6, maxima=37.2]
sem Threads - Vitória - Dia 20 - Temperatura [media=30.241666666666664, minima=26.4, maxima=38.0]
sem Threads - Vitória - Dia 21 - Temperatura [media=28.483333333333338, minima=25.6, maxima=34.4]
sem Threads - Vitória - Dia 22 - Temperatura [media=26.875000000000004, minima=24.7, maxima=30.1]
sem Threads - Vitória - Dia 23 - Temperatura [media=26.204166666666666, minima=23.9, maxima=29.4]
sem Threads - Vitória - Dia 24 - Temperatura [media=24.925, minima=23.9, maxima=26.0]
sem Threads - Vitória - Dia 25 - Temperatura [media=25.59583333333333, minima=24.0, maxima=27.9]
sem Threads - Vitória - Dia 26 - Temperatura [media=26.095833333333328, minima=23.7, maxima=30.1]
sem Threads - Vitória - Dia 27 - Temperatura [media=26.387500000000003, minima=24.2, maxima=29.8]
sem Threads - Vitória - Dia 28 - Temperatura [media=25.325, minima=23.4, maxima=27.9]
sem Threads - Vitória - Dia 29 - Temperatura [media=28.333333333333332, minima=24.4, maxima=34.9]
sem Threads - Vitória - Dia 30 - Temperatura [media=28.30416666666667, minima=24.4, maxima=34.3]
sem Threads - Vitória - Dia 31 - Temperatura [media=28.24166666666667, minima=25.2, maxima=33.2]

Tempo de execução da rodada 9: 19607ms

Cidade: Aracaju
sem Threads - Aracaju - Dia 1 - Temperatura [media=27.870833333333337, minima=25.1, maxima=31.7]
sem Threads - Aracaju - Dia 2 - Temperatura [media=27.616666666666674, minima=24.1, maxima=31.6]
sem Threads - Aracaju - Dia 3 - Temperatura [media=28.47916666666667, minima=26.3, maxima=32.3]
sem Threads - Aracaju - Dia 4 - Temperatura [media=28.370833333333334, minima=25.8, maxima=33.0]
sem Threads - Aracaju - Dia 5 - Temperatura [media=28.425000000000008, minima=25.6, maxima=33.3]
sem Threads - Aracaju - Dia 6 - Temperatura [media=28.229166666666668, minima=25.5, maxima=32.8]
sem Threads - Aracaju - Dia 7 - Temperatura [media=27.89583333333334, minima=25.3, maxima=31.2]
sem Threads - Aracaju - Dia 8 - Temperatura [media=27.629166666666674, minima=24.0, maxima=31.8]
sem Threads - Aracaju - Dia 9 - Temperatura [media=27.579166666666662, minima=25.0, maxima=30.0]
sem Threads - Aracaju - Dia 10 - Temperatura [media=26.95416666666667, minima=25.4, maxima=29.2]
sem Threads - Aracaju - Dia 11 - Temperatura [media=26.429166666666664, minima=24.9, maxima=28.8]
sem Threads - Aracaju - Dia 12 - Temperatura [media=27.079166666666666, minima=24.2, maxima=30.2]
sem Threads - Aracaju - Dia 13 - Temperatura [media=27.370833333333334, minima=23.8, maxima=30.8]
